ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE
1066,100000,1,3,2,30
1067,240000,1,2,2,43
1068,200000,1,1,2,40
1069,110000,2,1,2,35
1070,230000,1,1,1,61
1071,150000,2,2,1,44
1072,350000,1,1,2,33
1073,360000,1,6,1,66
1074,150000,2,2,2,40
1075,100000,1,3,2,47
1076,500000,1,1,2,27
1077,500000,1,1,2,35
1078,180000,2,3,1,47
1079,400000,2,3,1,39
1080,100000,2,2,2,29
1081,10000,1,2,1,32
1082,60000,2,1,2,30
1083,50000,2,1,2,25
1084,80000,2,2,2,23
1085,110000,2,2,1,43
1086,410000,2,2,1,41
1087,260000,2,2,1,40
1088,30000,2,3,1,35
1089,310000,2,1,2,28
1090,70000,2,2,2,38
1091,250000,1,1,2,31
1092,210000,1,3,1,29
1093,360000,1,2,1,41
1094,50000,1,2,2,31
1095,670000,1,1,2,29
1096,130000,1,1,2,26
1097,170000,1,1,1,42
1098,30000,1,3,2,29
1099,110000,1,1,1,50
1100,210000,2,3,2,46
1101,30000,2,2,2,24
1102,260000,2,2,1,46
1103,150000,2,3,2,28
1104,20000,2,2,1,35
1105,380000,2,1,1,40
1106,200000,2,1,1,41
1107,120000,2,2,1,47
1108,80000,1,2,1,54
1109,30000,2,2,2,33
1110,110000,1,2,2,29
1111,50000,2,3,1,44
1112,90000,2,2,1,24
1113,110000,1,1,2,33
1114,50000,1,3,1,54
1115,60000,1,1,2,27
1116,150000,2,2,2,37
1117,20000,1,1,2,24
1118,140000,2,3,1,54
1119,120000,2,2,1,34
1120,200000,2,2,2,40
1121,20000,1,2,2,30
1122,50000,1,2,2,26
1123,200000,2,2,1,41
1124,100000,2,2,2,29
1125,300000,1,1,1,38
1126,500000,2,1,2,35
1127,360000,2,2,1,52
1128,160000,2,1,2,29
1129,50000,2,2,2,23
1130,230000,2,2,1,34
1131,200000,2,2,2,34
1132,270000,1,1,1,44
1133,50000,2,2,1,36
1134,20000,1,2,2,28
1135,60000,2,2,2,31
1136,50000,1,2,2,31
1137,50000,1,2,1,41
1138,130000,2,3,1,44
1139,230000,2,3,2,47
1140,20000,1,2,2,25
1141,30000,2,1,2,25
1142,200000,2,1,1,39
1143,140000,2,2,1,24
1144,100000,2,2,1,35
1145,240000,1,2,1,32
1146,70000,2,1,2,31
1147,360000,1,1,2,33
1148,140000,2,1,2,30
1149,50000,1,2,1,52
1150,210000,2,2,1,36
1151,280000,1,1,2,30
1152,180000,2,2,2,42
1153,150000,2,1,2,30
1154,20000,1,3,1,47
1155,350000,2,2,1,29
1156,130000,2,1,2,23
1157,470000,1,3,1,39
1158,340000,2,2,1,48
1159,80000,1,2,2,26
1160,70000,1,1,2,33
1161,230000,2,2,1,44
1162,180000,2,2,1,36
1163,210000,2,2,1,39
1164,20000,1,2,2,24
1165,140000,2,2,2,25
1166,200000,1,1,2,52
1167,50000,2,3,1,59
1168,80000,2,1,2,23
1169,30000,2,3,2,48
1170,140000,2,1,2,28
1171,80000,1,3,1,62
1172,220000,2,3,1,38
1173,180000,2,1,2,32
1174,140000,2,2,1,29
1175,180000,1,2,2,25
1176,50000,2,2,2,35
1177,170000,2,2,2,27
1178,50000,1,2,2,38
1179,50000,1,2,2,24
1180,300000,1,2,1,29
1181,390000,2,1,2,27
1182,90000,2,2,1,55
1183,200000,2,1,2,29
1184,460000,1,1,2,29
1185,10000,1,2,2,23
1186,20000,1,2,1,30
1187,50000,2,2,1,50
1188,480000,2,2,1,38
1189,180000,2,1,2,24
1190,240000,2,1,2,29
1191,250000,1,1,2,38
1192,270000,2,2,2,34
1193,200000,1,1,1,37
1194,100000,2,3,1,66
1195,160000,2,1,1,39
1196,80000,2,2,1,45
1197,130000,1,2,1,44
1198,340000,2,3,2,44
1199,360000,1,1,1,36
1200,120000,2,3,1,40
1201,120000,1,1,2,29
1202,300000,2,1,2,48
1203,60000,2,2,2,23
1204,210000,2,2,1,50
1205,210000,2,2,1,29
1206,70000,2,3,1,49
1207,200000,1,2,1,33
1208,230000,2,2,1,51
1209,20000,1,3,1,23
1210,210000,2,1,1,37
1211,160000,2,3,2,26
1212,290000,2,1,1,30
1213,80000,2,3,1,26
1214,360000,1,1,2,43
1215,230000,1,1,2,32
1216,360000,1,3,1,54
1217,340000,2,1,1,30
1218,50000,2,1,2,22
1219,80000,1,2,2,38
1220,50000,2,2,2,24
1221,30000,2,1,2,24
1222,210000,1,1,2,26
1223,150000,2,2,1,42
1224,20000,1,2,2,21
1225,20000,1,3,2,22
1226,240000,2,3,1,41
1227,500000,2,2,1,50
1228,90000,2,2,1,23
1229,50000,1,3,2,46
1230,50000,2,2,2,22
1231,680000,1,1,2,37
1232,50000,1,1,1,47
1233,100000,2,2,1,40
1234,280000,2,1,2,30
1235,30000,1,2,2,54
1236,50000,1,2,2,27
1237,60000,1,1,1,33
1238,120000,1,2,1,57
1239,80000,2,2,1,35
1240,500000,1,1,1,45
1241,70000,2,3,1,32
1242,160000,2,2,1,45
1243,100000,2,3,1,50
1244,10000,1,3,2,35
1245,90000,1,1,2,26
1246,170000,1,1,1,39
1247,90000,2,2,2,35
1248,180000,2,3,2,42
1249,350000,2,1,1,52
1250,270000,1,2,2,35
1251,200000,2,1,2,29
1252,20000,2,1,2,22
1253,100000,1,2,2,30
1254,290000,1,1,1,46
1255,70000,1,3,2,28
1256,230000,1,1,2,26
1257,180000,2,1,2,28
1258,210000,1,1,2,33
1259,50000,1,1,2,24
1260,150000,1,1,2,37
1261,380000,1,2,1,50
1262,50000,1,2,1,44
1263,150000,2,3,1,43
1264,220000,1,2,2,29
1265,80000,2,5,2,27
1266,220000,2,2,1,32
1267,70000,2,2,2,34
1268,120000,1,2,2,37
1269,180000,2,2,2,32
1270,50000,2,3,1,57
1271,10000,2,2,3,46
1272,370000,2,1,1,53
1273,20000,2,1,2,26
1274,150000,1,2,1,34
1275,20000,1,1,2,26
1276,480000,2,2,1,54
1277,50000,1,3,2,26
1278,170000,1,2,2,31
1279,400000,2,2,2,30
1280,200000,2,1,2,31
1281,360000,1,1,2,34
1282,140000,2,5,2,36
1283,260000,1,3,1,34
1284,440000,2,2,2,26
1285,500000,1,2,1,43
1286,230000,2,2,1,29
1287,470000,1,2,1,41
1288,20000,2,3,1,48
1289,210000,2,2,2,24
1290,20000,2,1,2,23
1291,20000,2,3,1,53
1292,200000,2,2,1,34
1293,250000,2,2,2,36
1294,300000,1,2,2,41
1295,320000,2,1,2,30
1296,50000,1,2,2,29
1297,200000,2,2,1,34
1298,80000,2,1,2,29
1299,70000,1,2,1,37
1300,60000,1,3,2,36
1301,10000,2,3,2,22
1302,50000,2,3,2,30
1303,140000,1,2,2,26
1304,30000,1,2,2,25
1305,190000,1,2,1,49
1306,70000,2,1,2,23
1307,330000,2,2,1,28
1308,110000,2,2,2,24
1309,270000,1,3,1,47
1310,160000,1,2,1,31
1311,20000,1,2,2,24
1312,320000,1,2,2,32
1313,430000,1,1,2,31
1314,50000,2,1,1,37
1315,140000,1,2,1,48
1316,500000,1,2,1,49
1317,80000,1,3,1,45
1318,390000,2,1,1,34
1319,250000,2,1,1,43
1320,390000,2,1,2,31
1321,100000,2,1,1,35
1322,360000,2,1,1,42
1323,140000,1,1,2,36
1324,110000,1,2,1,51
1325,170000,1,3,1,48
1326,170000,1,2,1,48
1327,180000,2,2,2,25
1328,140000,1,2,1,41
1329,20000,2,2,1,49
1330,150000,1,1,2,28
1331,50000,2,2,2,28
1332,160000,2,2,1,38
1333,80000,1,2,1,41
1334,300000,2,3,2,29
1335,60000,2,3,2,32
1336,70000,2,2,2,26
1337,290000,2,1,2,31
1338,80000,2,1,2,23
1339,50000,2,3,1,53
1340,200000,2,3,2,49
1341,200000,2,1,1,34
1342,50000,2,1,2,22
1343,20000,2,2,2,26
1344,200000,1,1,1,38
1345,120000,2,1,2,35
1346,220000,2,2,1,49
1347,630000,1,1,2,40
1348,300000,2,1,2,34
1349,10000,2,2,2,49
1350,50000,1,2,2,29
1351,280000,2,1,1,39
1352,130000,1,1,2,30
1353,30000,2,3,1,28
1354,50000,2,2,1,27
1355,70000,2,3,1,38
1356,80000,1,2,2,29
1357,20000,2,2,1,22
1358,390000,1,1,1,41
1359,470000,2,2,2,32
1360,240000,2,2,2,30
1361,140000,2,1,2,29
1362,260000,2,2,1,37
1363,150000,2,1,2,25
1364,120000,1,1,1,46
1365,20000,2,2,1,47
1366,260000,2,4,2,42
1367,50000,1,3,2,22
1368,180000,2,2,2,27
1369,310000,2,5,1,35
1370,360000,1,2,1,44
1371,180000,2,2,2,30
1372,270000,2,1,1,42
1373,70000,1,1,2,28
1374,50000,1,2,2,24
1375,30000,2,3,2,50
1376,50000,2,2,1,54
1377,350000,1,2,1,37
1378,200000,1,1,1,58
1379,80000,1,3,2,26
1380,60000,2,2,1,31
1381,30000,1,1,1,52
1382,110000,2,1,2,36
1383,300000,2,1,2,27
1384,50000,2,3,1,22
1385,500000,1,1,2,39
1386,360000,1,1,2,36
1387,20000,2,2,1,39
1388,220000,1,1,1,39
1389,20000,2,2,2,22
1390,60000,1,2,1,37
1391,170000,2,1,2,30
1392,200000,2,2,1,26
1393,20000,2,1,2,23
1394,140000,2,3,2,23
1395,330000,2,1,2,35
1396,180000,2,2,2,24
1397,360000,2,2,1,35
1398,20000,1,3,1,51
1399,50000,2,1,2,23
1400,100000,2,2,1,25
1401,30000,1,2,1,36
1402,70000,2,2,1,44
1403,470000,1,1,2,33
1404,300000,2,1,1,36
1405,300000,2,1,1,45
1406,200000,2,1,2,26
1407,150000,2,2,1,41
1408,220000,2,2,2,25
1409,420000,1,1,2,31
1410,210000,2,2,2,45
1411,450000,1,3,1,58
1412,30000,1,2,1,38
1413,240000,1,2,1,30
1414,420000,2,2,2,25
1415,60000,2,1,2,25
1416,30000,2,3,2,24
1417,80000,2,1,2,29
1418,50000,1,2,2,37
1419,230000,1,3,2,27
1420,200000,1,1,2,31
1421,230000,2,2,2,28
1422,130000,2,2,2,24
1423,200000,2,3,2,27
1424,90000,2,1,2,33
1425,120000,1,1,2,27
1426,200000,1,1,2,42
1427,20000,2,2,2,32
1428,210000,2,1,1,37
1429,80000,2,2,2,44
1430,50000,2,1,1,29
1431,70000,2,2,1,42
1432,230000,1,2,2,32
1433,20000,1,2,2,52
1434,30000,1,2,2,44
1435,100000,1,1,2,31
1436,80000,2,1,2,29
1437,210000,1,2,2,33
1438,50000,1,2,2,54
1439,130000,2,2,2,23
1440,70000,2,1,2,24
1441,210000,2,1,1,33
1442,100000,1,3,1,44
1443,200000,1,3,0,51
1444,40000,1,1,2,24
1445,80000,2,2,2,25
1446,210000,2,1,1,37
1447,20000,2,2,2,23
1448,10000,1,3,2,34
1449,60000,2,3,1,50
1450,40000,2,2,1,25
1451,290000,2,1,2,33
1452,50000,1,2,1,54
1453,20000,1,2,2,25
1454,30000,1,2,2,26
1455,20000,1,2,1,32
1456,50000,2,3,3,43
1457,500000,1,2,1,42
1458,90000,2,3,2,24
1459,10000,1,2,2,26
1460,50000,2,2,1,37
1461,120000,1,1,2,36
1462,200000,2,1,2,27
1463,300000,2,2,1,50
1464,90000,2,2,2,24
1465,90000,1,2,1,27
1466,140000,2,1,2,23
1467,180000,2,2,1,39
1468,360000,1,1,1,39
1469,160000,2,3,2,29
1470,100000,1,1,1,45
1471,20000,1,2,2,21
1472,360000,1,1,1,36
1473,230000,1,2,2,39
1474,110000,2,3,2,29
1475,210000,1,2,2,37
1476,200000,1,2,2,26
1477,50000,1,2,2,44
1478,210000,2,1,2,30
1479,280000,1,1,2,31
1480,500000,1,2,1,40
1481,30000,2,1,2,25
1482,340000,2,2,1,36
1483,360000,1,1,2,32
1484,70000,2,1,2,22
1485,20000,2,2,3,44
1486,230000,1,1,2,32
1487,60000,1,2,1,41
1488,50000,1,1,2,28
1489,50000,2,1,2,29
1490,130000,2,4,2,28
1491,160000,1,3,2,52
1492,60000,2,3,2,48
1493,160000,1,2,2,43
1494,180000,2,1,2,25
1495,170000,1,2,1,36
1496,360000,2,2,2,35
1497,130000,2,2,1,34
1498,180000,2,2,2,48
1499,20000,1,1,2,27
1500,230000,2,2,1,43
1501,220000,2,2,1,30
1502,240000,1,2,1,43
1503,50000,1,3,1,54
1504,310000,2,2,1,39
1505,350000,1,1,1,70
1506,50000,2,1,2,24
1507,200000,2,2,1,30
1508,480000,1,3,2,53
1509,180000,2,1,1,27
1510,200000,2,2,2,33
1511,20000,1,3,1,34
1512,50000,1,2,2,48
1513,210000,2,3,2,33
1514,20000,2,2,2,24
1515,150000,2,2,1,31
1516,50000,2,2,2,25
1517,190000,1,3,1,49
1518,290000,2,1,2,27
1519,420000,1,2,1,39
1520,340000,2,2,2,36
1521,60000,1,2,2,40
1522,90000,2,1,2,27
1523,30000,2,1,2,27
1524,160000,2,2,1,37
1525,20000,1,2,2,35
1526,90000,2,2,1,25
1527,120000,1,1,2,27
1528,120000,1,1,2,38
1529,360000,2,2,1,50
1530,160000,2,1,2,32
1531,320000,2,1,1,34
1532,20000,1,2,2,25
1533,230000,2,1,2,29
1534,50000,1,3,1,44
1535,50000,1,3,1,48
1536,40000,2,3,2,24
1537,120000,2,3,1,27
1538,130000,2,2,2,25
1539,110000,2,3,2,28
1540,20000,1,2,2,22
1541,50000,1,3,2,22
1542,120000,2,3,1,30
1543,50000,1,3,2,34
1544,360000,2,2,2,34
1545,240000,2,2,1,44
1546,150000,1,1,2,32
1547,50000,2,2,2,23
1548,500000,2,1,2,42
1549,110000,2,2,1,33
1550,170000,1,2,1,48
1551,230000,2,2,1,29
1552,20000,2,3,3,47
1553,100000,2,1,1,41
1554,110000,1,1,2,28
1555,340000,1,1,1,52
1556,50000,1,1,2,37
1557,310000,1,1,1,50
1558,50000,2,3,1,31
1559,240000,2,3,1,38
1560,50000,2,2,1,48
1561,150000,2,1,2,34
1562,140000,1,2,2,44
1563,30000,2,3,1,56
1564,300000,2,1,1,30
1565,50000,1,1,2,29
1566,280000,2,2,1,37
1567,120000,2,2,2,23
1568,30000,2,1,1,27
1569,30000,2,2,2,23
1570,180000,1,3,1,45
1571,150000,1,2,1,33
1572,110000,2,2,1,40
1573,50000,1,1,2,24
1574,230000,2,3,1,43
1575,230000,2,2,2,25
1576,160000,2,1,2,46
1577,50000,1,3,2,36
1578,210000,2,1,1,36
1579,120000,2,2,1,38
1580,240000,2,2,1,42
1581,20000,1,3,3,47
1582,50000,2,3,2,40
1583,50000,2,1,2,70
1584,50000,2,2,1,32
1585,100000,1,3,2,52
1586,390000,2,1,1,49
1587,550000,1,1,2,31
1588,450000,2,2,2,36
1589,80000,2,2,1,50
1590,50000,2,3,1,48
1591,50000,2,2,2,33
1592,180000,1,2,1,44
1593,240000,1,1,2,35
1594,320000,2,3,2,29
1595,480000,2,2,1,35
1596,150000,2,2,1,37
1597,110000,2,1,2,29
1598,240000,1,1,2,30
1599,50000,1,1,2,33
1600,120000,1,2,2,27
1601,150000,2,1,1,31
1602,100000,2,3,2,53
1603,260000,2,2,2,38
1604,250000,2,2,2,26
1605,100000,2,2,2,26
1606,160000,1,1,1,51
1607,270000,2,1,1,37
1608,390000,2,2,2,42
1609,210000,2,2,1,43
1610,30000,2,2,2,23
1611,300000,2,3,1,30
1612,190000,2,3,1,38
1613,130000,2,1,1,35
1614,360000,1,2,1,44
1615,320000,1,1,1,35
1616,20000,1,2,3,35
1617,360000,1,1,1,32
1618,190000,2,2,2,25
1619,90000,2,2,2,33
1620,30000,2,1,2,26
1621,240000,1,1,2,29
1622,40000,2,1,2,26
1623,170000,1,2,2,36
1624,180000,1,1,2,37
1625,20000,1,3,1,63
1626,150000,2,3,1,48
1627,50000,2,2,1,47
1628,140000,2,3,1,31
1629,50000,1,3,2,31
1630,200000,1,1,2,34
1631,100000,2,1,1,43
1632,250000,2,1,2,32
1633,80000,2,1,2,38
1634,170000,2,2,1,50
1635,80000,1,3,2,29
1636,50000,1,2,1,49
1637,30000,2,3,2,40
1638,70000,2,1,2,34
1639,30000,2,3,1,47
1640,200000,1,1,1,34
1641,100000,2,2,2,27
1642,20000,1,2,2,44
1643,200000,1,1,2,29
1644,50000,1,3,1,72
1645,50000,1,2,1,48
1646,50000,2,1,2,27
1647,220000,1,2,1,44
1648,240000,2,3,1,39
1649,50000,1,1,1,40
1650,500000,2,1,1,45
1651,170000,1,1,2,26
1652,30000,1,1,1,34
1653,300000,1,1,1,43
1654,50000,1,2,2,30
1655,100000,2,3,1,31
1656,150000,2,1,2,29
1657,50000,1,1,2,28
1658,190000,2,2,2,31
1659,20000,2,3,2,22
1660,50000,2,3,1,55
1661,30000,2,2,1,39
1662,90000,2,1,2,27
1663,500000,2,1,2,36
1664,280000,1,1,1,40
1665,30000,1,2,1,31
1666,90000,2,2,1,36
1667,200000,1,2,1,42
1668,100000,1,2,2,30
1669,20000,1,3,2,40
1670,50000,1,2,1,51
1671,50000,2,2,3,51
1672,290000,1,3,2,32
1673,220000,2,1,2,36
1674,440000,1,1,1,37
1675,50000,1,2,2,49
1676,300000,1,1,2,31
1677,290000,2,1,1,50
1678,390000,1,2,1,40
1679,50000,2,2,2,24
1680,220000,2,2,2,31
1681,150000,2,2,2,29
1682,50000,1,1,2,24
1683,200000,1,1,1,44
1684,120000,2,2,2,30
1685,230000,2,1,1,61
1686,180000,2,2,1,28
1687,20000,1,1,2,22
1688,20000,1,2,2,23
1689,50000,1,3,1,46
1690,290000,2,1,2,24
1691,290000,2,2,2,54
1692,150000,2,1,2,27
1693,190000,2,2,2,53
1694,80000,2,2,2,25
1695,250000,1,3,1,47
1696,20000,1,2,1,35
1697,180000,2,3,1,45
1698,80000,1,1,2,25
1699,300000,1,1,2,31
1700,50000,2,3,1,51
1701,70000,2,1,1,40
1702,150000,2,1,2,30
1703,320000,2,1,2,29
1704,60000,2,1,2,24
1705,20000,1,3,2,32
1706,230000,1,1,2,35
1707,310000,2,2,1,29
1708,230000,2,1,2,36
1709,200000,2,1,1,40
1710,100000,2,1,2,30
1711,310000,1,2,1,64
1712,180000,1,3,1,33
1713,390000,2,1,1,38
1714,20000,2,1,2,26
1715,50000,2,2,1,26
1716,140000,1,1,2,29
1717,170000,1,1,2,37
1718,250000,2,2,1,45
1719,50000,2,3,1,40
1720,250000,2,1,2,36
1721,90000,1,1,2,27
1722,90000,1,2,1,44
1723,160000,2,1,2,27
1724,360000,1,2,2,29
1725,330000,2,1,2,26
1726,50000,2,3,1,54
1727,60000,2,2,1,42
1728,10000,2,3,2,42
1729,70000,1,2,1,41
1730,150000,2,1,1,31
1731,250000,2,2,2,33
1732,130000,2,3,1,33
1733,130000,1,1,2,27
1734,100000,2,2,1,36
1735,130000,1,2,2,37
1736,80000,2,2,2,29
1737,380000,1,1,2,41
1738,20000,2,2,2,23
1739,20000,1,2,2,25
1740,140000,1,1,1,54
1741,180000,1,1,2,33
1742,230000,2,1,2,29
1743,90000,1,1,2,32
1744,160000,1,2,2,29
1745,50000,2,1,2,22
1746,140000,2,2,2,29
1747,250000,2,2,1,31
1748,120000,2,2,2,24
1749,120000,2,1,2,27
1750,260000,2,2,1,40
1751,10000,1,2,2,38
1752,60000,2,2,1,38
1753,60000,2,2,1,29
1754,50000,1,2,2,27
1755,130000,1,3,1,34
1756,130000,1,1,2,34
1757,360000,2,1,2,32
1758,80000,2,2,1,36
1759,50000,1,2,2,26
1760,290000,2,1,1,33
1761,200000,1,1,1,53
1762,20000,1,2,2,27
1763,500000,1,1,2,33
1764,130000,2,1,2,26
1765,30000,2,1,2,27
1766,20000,2,1,2,24
1767,70000,2,2,2,26
1768,200000,1,1,2,27
1769,50000,2,2,1,46
1770,360000,1,2,1,56
1771,50000,2,3,1,56
1772,180000,2,3,1,26
1773,50000,1,2,2,25
1774,120000,2,1,2,28
1775,80000,2,2,1,37
1776,330000,2,1,1,47
1777,40000,1,3,1,43
1778,50000,1,2,2,26
1779,80000,1,3,1,48
1780,450000,1,1,1,41
1781,30000,2,3,1,48
1782,160000,1,2,1,28
1783,80000,2,1,2,22
1784,400000,1,2,1,34
1785,220000,1,2,1,60
1786,40000,2,2,1,25
1787,280000,2,2,2,27
1788,50000,2,1,2,25
1789,110000,1,2,2,26
1790,180000,2,1,1,44
1791,200000,2,1,2,26
1792,390000,2,1,2,33
1793,400000,2,1,2,29
1794,120000,2,3,2,37
1795,200000,1,1,2,34
1796,280000,1,2,1,33
1797,230000,2,1,2,27
1798,280000,2,1,1,36
1799,130000,1,3,2,28
1800,160000,2,2,1,35
1801,120000,1,3,1,47
1802,300000,2,3,1,31
1803,20000,2,1,2,31
1804,450000,1,1,2,31
1805,250000,1,2,1,30
1806,100000,2,2,1,58
1807,150000,2,2,2,27
1808,140000,1,2,2,35
1809,500000,2,1,2,46
1810,20000,1,2,2,36
1811,50000,1,2,2,53
1812,100000,1,2,2,39
1813,200000,2,2,2,27
1814,150000,2,2,2,37
1815,80000,1,1,2,23
1816,160000,1,1,1,40
1817,180000,2,2,1,44
1818,270000,2,1,1,32
1819,180000,2,1,2,41
1820,120000,1,1,1,54
1821,110000,2,1,2,29
1822,50000,2,3,1,61
1823,200000,2,3,2,30
1824,70000,2,3,1,23
1825,360000,2,2,2,30
1826,260000,2,2,1,35
1827,50000,1,3,1,32
1828,380000,2,2,1,39
1829,50000,1,2,2,24
1830,20000,1,3,1,38
1831,270000,1,6,2,32
1832,460000,1,1,2,32
1833,60000,1,3,2,24
1834,200000,2,1,1,35
1835,50000,2,2,2,37
1836,20000,2,1,2,22
1837,290000,2,2,1,40
1838,110000,2,2,2,36
1839,160000,2,3,1,51
1840,70000,2,2,1,31
1841,200000,2,1,2,39
1842,80000,2,2,2,40
1843,20000,1,1,2,41
1844,210000,1,1,2,48
1845,180000,2,3,1,39
1846,50000,1,2,3,53
1847,30000,1,2,2,26
1848,150000,1,1,2,30
1849,150000,1,1,2,28
1850,260000,1,1,1,43
1851,310000,2,1,2,30
1852,150000,2,1,2,33
1853,200000,2,1,2,27
1854,150000,1,3,2,45
1855,220000,2,2,1,54
1856,540000,2,1,2,34
1857,280000,1,2,2,30
1858,230000,1,2,2,32
1859,50000,1,1,1,39
1860,20000,2,2,2,24
1861,10000,1,2,2,35
1862,500000,1,1,1,46
1863,50000,2,2,2,24
1864,420000,2,2,2,35
1865,50000,2,2,2,23
1866,280000,2,1,2,29
1867,50000,1,2,1,46
1868,160000,2,3,1,41
1869,40000,2,2,1,23
1870,100000,2,2,1,31
1871,50000,2,1,2,26
1872,130000,2,3,2,32
1873,30000,2,2,2,22
1874,140000,1,2,1,34
1875,210000,2,2,1,32
1876,50000,1,2,1,38
1877,310000,1,2,1,29
1878,300000,2,1,1,31
1879,30000,2,2,2,47
1880,90000,2,3,1,40
1881,150000,2,2,1,34
1882,90000,1,1,2,25
1883,80000,2,3,2,65
1884,100000,2,1,2,28
1885,10000,1,2,2,33
1886,210000,1,1,2,31
1887,170000,2,2,1,41
1888,90000,2,2,1,32
1889,210000,2,3,2,36
1890,50000,2,1,2,26
1891,150000,1,1,1,30
1892,80000,2,1,2,30
1893,130000,2,1,1,38
1894,100000,1,2,2,30
1895,160000,1,1,1,41
1896,250000,1,2,2,31
1897,500000,2,2,1,42
1898,260000,1,2,2,32
1899,50000,2,2,1,44
1900,30000,2,2,2,22
1901,110000,2,2,2,42
1902,500000,1,1,1,39
1903,310000,2,1,2,32
1904,580000,1,2,1,37
1905,340000,2,1,1,36
1906,360000,2,2,1,42
1907,290000,2,1,2,29
1908,30000,1,2,2,36
1909,80000,2,1,2,29
1910,360000,1,1,1,38
1911,170000,2,1,2,31
1912,100000,1,2,1,42
1913,450000,1,2,2,37
1914,260000,2,1,2,33
1915,240000,2,1,2,29
1916,110000,2,2,2,28
1917,240000,2,2,2,26
1918,220000,2,2,2,35
1919,20000,1,2,1,33
1920,100000,2,1,1,51
1921,300000,1,1,2,32
1922,20000,1,2,2,33
1923,360000,2,1,2,30
1924,220000,1,1,2,28
1925,470000,2,2,2,26
1926,70000,2,2,2,22
1927,120000,2,1,2,26
1928,50000,1,2,2,35
1929,470000,1,2,1,49
1930,130000,1,2,1,49
1931,20000,2,1,2,24
1932,260000,2,1,2,36
1933,20000,1,1,1,39
1934,300000,2,1,2,28
1935,460000,2,2,2,35
1936,20000,2,1,2,24
1937,360000,2,2,2,27
1938,290000,1,1,1,40
1939,90000,1,1,1,30
1940,180000,2,1,2,26
1941,360000,1,3,1,53
1942,120000,1,1,1,45
1943,220000,1,2,2,30
1944,220000,1,1,2,34
1945,10000,2,1,2,27
1946,320000,2,2,2,31
1947,320000,1,1,1,33
1948,90000,1,2,2,39
1949,180000,1,1,1,50
1950,90000,2,1,2,28
1951,100000,1,1,1,36
1952,340000,1,2,1,41
1953,50000,1,1,2,22
1954,240000,2,2,1,41
1955,10000,1,2,2,41
1956,220000,2,1,1,42
1957,100000,2,2,2,37
1958,220000,2,1,1,31
1959,70000,2,3,1,57
1960,30000,2,2,2,37
1961,130000,2,3,2,53
1962,140000,2,2,1,25
1963,20000,1,2,2,32
1964,150000,2,1,1,38
1965,50000,2,2,2,26
1966,90000,1,2,1,29
1967,170000,2,3,1,37
1968,70000,1,1,2,30
1969,200000,2,1,2,43
1970,200000,1,1,1,42
1971,20000,1,2,1,40
1972,200000,1,2,1,41
1973,170000,1,2,2,26
1974,130000,1,1,2,25
1975,100000,2,1,2,27
1976,180000,1,2,2,31
1977,230000,2,3,2,26
1978,20000,1,3,2,50
1979,500000,2,1,1,35
1980,150000,2,1,1,38
1981,80000,2,3,2,40
1982,230000,1,2,1,29
1983,80000,1,1,2,37
1984,230000,2,2,2,24
1985,50000,2,2,2,49
1986,50000,1,2,2,35
1987,10000,2,1,2,25
1988,140000,1,2,2,34
1989,50000,1,2,2,42
1990,180000,1,3,2,28
1991,360000,1,1,2,65
1992,580000,1,3,1,67
1993,310000,2,1,1,43
1994,20000,1,3,2,52
1995,180000,2,1,2,43
1996,60000,2,1,2,24
1997,40000,2,3,1,59
1998,140000,2,2,1,34
1999,220000,1,2,1,32
2000,10000,1,2,2,22
2001,20000,1,1,1,52
2002,50000,2,1,2,23
2003,50000,2,2,2,33
2004,320000,2,2,2,35
2005,20000,1,2,2,34
2006,50000,1,2,1,40
2007,340000,1,1,1,49
2008,360000,2,2,1,32
2009,300000,2,2,1,33
2010,40000,2,2,2,26
2011,150000,1,1,1,51
2012,20000,2,2,2,40
2013,30000,2,3,1,35
2014,80000,2,2,1,27
2015,390000,2,3,1,38
2016,20000,2,2,2,22
2017,200000,1,2,1,42
2018,80000,2,3,1,35
2019,50000,2,2,1,36
2020,230000,2,2,1,38
2021,190000,2,2,2,31
2022,260000,1,3,1,36
2023,100000,2,1,1,39
2024,140000,1,2,2,41
2025,20000,2,2,1,42
2026,80000,1,2,2,30
2027,360000,1,1,2,32
2028,70000,1,2,2,31
2029,30000,2,2,1,24
2030,500000,2,1,1,39
2031,320000,2,2,2,30
2032,500000,2,1,1,34
2033,240000,2,1,1,27
2034,50000,2,1,2,25
2035,120000,2,2,1,39
2036,250000,2,1,2,32
2037,180000,2,2,1,39
2038,10000,2,2,2,22
2039,200000,2,3,1,53
2040,120000,2,1,2,29
2041,230000,1,2,1,38
2042,330000,2,1,1,36
2043,50000,2,2,2,28
2044,130000,1,2,2,32
2045,110000,1,2,2,26
2046,30000,2,3,2,40
2047,120000,2,1,2,25
2048,120000,2,1,2,28
2049,210000,2,2,1,40
2050,30000,1,2,1,47
2051,50000,1,3,2,27
2052,140000,2,2,2,42
2053,140000,1,3,1,37
2054,50000,1,2,1,55
2055,130000,1,3,1,46
2056,80000,2,2,2,30
2057,50000,2,3,1,51
2058,100000,1,1,1,35
2059,220000,1,2,1,48
2060,260000,2,2,1,28
2061,320000,1,1,2,40
2062,80000,2,2,1,30
